TIME_PERIOD,VICTIMIZATION_PRIMARY,AGE,SEX,RACE,NUMBER_OF_VICTIMS
12/31/1991,HOMICIDE,20-29,F,WWH,2
9/30/2017,ASSAULT,0-19,M,BLK,7
3/31/2016,ROBBERY,20-29,F,UNKNOWN,1
3/31/2007,BATTERY,60-69,F,BLK,5
3/31/2020,CRIMINAL SEXUAL ASSAULT,30-39,F,WBH,1
9/30/2006,ASSAULT,0-19,F,BLK,43
12/31/2018,ASSAULT,40-49,M,I,2
12/31/2019,ASSAULT,30-39,F,BLK,57
6/30/2002,ROBBERY,20-29,M,WHI,167
3/31/2001,ROBBERY,UNKNOWN,F,BLK,3
6/30/2002,BATTERY,0-19,F,WWH,17
9/30/2006,ROBBERY,70-79,F,BLK,6
3/31/2017,ROBBERY,30-39,F,BLK,7
9/30/2019,ASSAULT,60-69,F,BLK,17
9/30/2021,BATTERY,20-29,F,API,2
9/30/2020,BATTERY,0-19,M,WWH,9
6/30/2019,ROBBERY,UNKNOWN,UNKNOWN,UNKNOWN,1
3/31/2001,BATTERY,80+,F,WWH,1
9/30/2016,ROBBERY,80+,F,WHI,2
12/31/2011,ROBBERY,40-49,F,BLK,73
12/31/2006,ROBBERY,20-29,F,BLK,209
6/30/2014,ROBBERY,30-39,M,WWH,86
3/31/2007,BATTERY,UNKNOWN,F,BLK,3
6/30/2001,ASSAULT,50-59,M,API,1
9/30/2008,ASSAULT,50-59,F,BLK,20
6/30/2009,ROBBERY,80+,F,WHI,4
3/31/2013,ASSAULT,20-29,F,WBH,1
3/31/2018,CRIMINAL SEXUAL ASSAULT,40-49,F,I,1
12/31/2017,CRIMINAL SEXUAL ASSAULT,50-59,F,WWH,1
3/31/2012,ASSAULT,0-19,M,WWH,1
3/31/2005,ASSAULT,60-69,M,WWH,1
9/30/2002,BATTERY,UNKNOWN,F,WWH,1
3/31/2005,BATTERY,30-39,F,WHI,2
3/31/2020,BATTERY,0-19,F,BLK,12
12/31/2009,ROBBERY,0-19,UNKNOWN,UNKNOWN,12
6/30/2017,BATTERY,30-39,M,UNKNOWN,3
12/31/2010,ASSAULT,40-49,UNKNOWN,UNKNOWN,1
3/31/2003,ROBBERY,70-79,F,WWH,5
9/30/2002,ASSAULT,30-39,M,WHI,55
12/31/2010,ROBBERY,20-29,M,API,45
6/30/2019,ASSAULT,0-19,F,BLK,24
3/31/2003,ASSAULT,0-19,F,WWH,7
9/30/2004,ASSAULT,0-19,M,WBH,2
6/30/2010,BATTERY,20-29,M,BLK,140
6/30/2011,ASSAULT,UNKNOWN,M,BLK,3
12/31/2015,CRIMINAL SEXUAL ASSAULT,0-19,UNKNOWN,UNKNOWN,1
9/30/2012,ROBBERY,30-39,F,WWH,1
12/31/2011,ASSAULT,40-49,M,BLK,17
6/30/2016,ASSAULT,40-49,F,UNKNOWN,1
6/30/2007,CRIMINAL SEXUAL ASSAULT,50-59,F,WHI,2
6/30/2009,CRIMINAL SEXUAL ASSAULT,0-19,F,WHI,2
9/30/1991,HOMICIDE,40-49,M,BLK,8
6/30/2009,ROBBERY,30-39,M,I,3
6/30/2011,ROBBERY,40-49,M,BLK,3
12/31/2013,ASSAULT,50-59,M,WHI,11
3/31/2018,ROBBERY,30-39,F,API,5
9/30/2018,ASSAULT,0-19,M,API,1
3/31/2019,BATTERY,50-59,F,API,1
12/31/2004,ROBBERY,20-29,M,WBH,4
12/31/2015,ROBBERY,40-49,F,WHI,1
12/31/1997,HOMICIDE,50-59,M,BLK,1
12/31/2021,BATTERY,30-39,M,BLK,50
6/30/2011,ASSAULT,0-19,F,BLK,55
9/30/2019,CRIMINAL SEXUAL ASSAULT,0-19,F,WWH,6
3/31/2016,HOMICIDE,20-29,F,WBH,1
12/31/2004,ASSAULT,0-19,F,WHI,1
12/31/2002,ASSAULT,UNKNOWN,M,WHI,5
6/30/2006,ASSAULT,60-69,F,BLK,3
3/31/2021,BATTERY,40-49,M,BLK,32
6/30/2011,ROBBERY,20-29,F,WBH,4
3/31/2014,BATTERY,30-39,F,BLK,38
9/30/2015,BATTERY,50-59,F,UNKNOWN,1
6/30/2015,ROBBERY,40-49,M,BLK,112
3/31/2021,BATTERY,70-79,M,WWH,1
9/30/2020,ROBBERY,60-69,M,WWH,27
6/30/2005,ROBBERY,20-29,F,API,4
12/31/2013,ASSAULT,60-69,M,BLK,10
12/31/2002,BATTERY,0-19,M,I,2
3/31/2014,ROBBERY,20-29,M,I,2
6/30/2007,CRIMINAL SEXUAL ASSAULT,60-69,F,BLK,3
6/30/2000,HOMICIDE,0-19,M,BLK,2
12/31/2004,ROBBERY,40-49,F,BLK,6
9/30/2012,ASSAULT,20-29,M,UNKNOWN,7
3/31/2020,HOMICIDE,40-49,M,BLK,7
9/30/2011,CRIMINAL SEXUAL ASSAULT,40-49,F,WHI,1
9/30/2014,ROBBERY,30-39,F,UNKNOWN,1
9/30/2005,BATTERY,70-79,F,BLK,2
12/31/2002,ASSAULT,50-59,M,BLK,31
6/30/2009,ROBBERY,0-19,F,WWH,30
3/31/2004,ROBBERY,60-69,F,BLK,28
9/30/2010,CRIMINAL SEXUAL ASSAULT,0-19,M,WWH,6
12/31/2005,BATTERY,20-29,F,BLK,113
6/30/2009,ASSAULT,40-49,M,WWH,10
3/31/2004,ROBBERY,UNKNOWN,F,BLK,5
3/31/2013,ROBBERY,0-19,F,BLK,78
3/31/2002,CRIMINAL SEXUAL ASSAULT,0-19,F,WWH,2
9/30/2004,CRIMINAL SEXUAL ASSAULT,0-19,F,BLK,37
3/31/2002,BATTERY,UNKNOWN,F,BLK,3
12/31/2020,ROBBERY,30-39,M,WWH,82
6/30/2017,BATTERY,30-39,M,WWH,31
6/30/2010,ASSAULT,40-49,F,WWH,13
6/30/2001,ASSAULT,70-79,F,WWH,1
3/31/2013,ASSAULT,40-49,M,BLK,22
9/30/1991,HOMICIDE,30-39,F,BLK,2
12/31/2010,CRIMINAL SEXUAL ASSAULT,40-49,F,BLK,8
3/31/2013,ROBBERY,UNKNOWN,M,BLK,3
3/31/2015,BATTERY,20-29,F,UNKNOWN,1
6/30/2008,ASSAULT,0-19,F,WHI,1
9/30/2016,HOMICIDE,30-39,F,WHI,1
9/30/2011,ROBBERY,80+,M,API,1
6/30/2010,ROBBERY,0-19,M,WWH,1
9/30/2014,BATTERY,40-49,F,BLK,34
3/31/2015,ROBBERY,50-59,F,BLK,49
3/31/2014,ROBBERY,40-49,F,UNKNOWN,3
3/31/2021,ASSAULT,20-29,F,WHI,7
3/31/2006,CRIMINAL SEXUAL ASSAULT,20-29,F,API,2
12/31/2016,CRIMINAL SEXUAL ASSAULT,30-39,F,WWH,1
3/31/2002,ASSAULT,70-79,M,BLK,1
6/30/2001,ROBBERY,0-19,F,WWH,3
9/30/2015,ROBBERY,20-29,F,BLK,22
12/31/2004,ASSAULT,0-19,M,BLK,115
3/31/2020,CRIMINAL SEXUAL ASSAULT,30-39,F,UNKNOWN,4
3/31/2014,HOMICIDE,30-39,M,BLK,7
6/30/2019,ROBBERY,40-49,F,WHI,7
6/30/2006,CRIMINAL SEXUAL ASSAULT,30-39,F,WHI,2
3/31/2017,CRIMINAL SEXUAL ASSAULT,0-19,F,WBH,1
3/31/2018,CRIMINAL SEXUAL ASSAULT,50-59,M,BLK,1
3/31/2019,CRIMINAL SEXUAL ASSAULT,20-29,F,I,1
6/30/2010,BATTERY,40-49,F,WBH,1
6/30/2002,ASSAULT,0-19,F,BLK,27
9/30/2013,BATTERY,UNKNOWN,M,UNKNOWN,1
6/30/2015,CRIMINAL SEXUAL ASSAULT,0-19,F,WWH,23
9/30/2013,ASSAULT,30-39,M,BLK,51
9/30/2005,ROBBERY,40-49,M,BLK,2
9/30/2002,HOMICIDE,20-29,F,BLK,3
6/30/2001,ROBBERY,40-49,M,WBH,5
12/31/2005,CRIMINAL SEXUAL ASSAULT,0-19,M,BLK,11
9/30/2009,HOMICIDE,0-19,M,BLK,1
6/30/2008,BATTERY,40-49,M,WHI,7
6/30/2018,BATTERY,0-19,M,WWH,2
6/30/2014,CRIMINAL SEXUAL ASSAULT,40-49,F,BLK,4
9/30/2012,HOMICIDE,20-29,M,WHI,4
6/30/2021,CRIMINAL SEXUAL ASSAULT,20-29,F,WHI,26
3/31/2020,BATTERY,20-29,F,WWH,5
9/30/2021,ROBBERY,30-39,F,WWH,38
9/30/2005,ASSAULT,0-19,F,BLK,101
3/31/2004,BATTERY,50-59,M,BLK,22
12/31/2015,BATTERY,40-49,M,BLK,34
12/31/2007,HOMICIDE,30-39,M,WWH,1
6/30/2011,BATTERY,40-49,F,WHI,6
9/30/2012,ASSAULT,60-69,F,BLK,4
12/31/2016,BATTERY,80+,UNKNOWN,BLK,1
6/30/2020,CRIMINAL SEXUAL ASSAULT,0-19,F,UNKNOWN,1
9/30/2013,ROBBERY,0-19,F,UNKNOWN,1
3/31/2002,BATTERY,0-19,M,BLK,39
6/30/2019,BATTERY,70-79,M,WHI,1
12/31/2012,ASSAULT,30-39,F,BLK,41
6/30/2001,CRIMINAL SEXUAL ASSAULT,0-19,F,WHI,1
6/30/2014,HOMICIDE,40-49,M,BLK,6
6/30/2019,BATTERY,20-29,F,WBH,1
6/30/2001,BATTERY,0-19,F,WWH,32
12/31/2002,CRIMINAL SEXUAL ASSAULT,30-39,F,WHI,10
6/30/2019,ASSAULT,20-29,F,WWH,27
9/30/2003,ASSAULT,50-59,F,BLK,14
12/31/2004,BATTERY,70-79,M,BLK,4
9/30/2014,ASSAULT,0-19,M,BLK,4
12/31/1999,HOMICIDE,0-19,M,WWH,2
6/30/2014,BATTERY,UNKNOWN,UNKNOWN,UNKNOWN,15
6/30/2010,ROBBERY,20-29,F,WHI,1
3/31/2021,ASSAULT,0-19,M,WWH,15
3/31/2020,ROBBERY,0-19,M,WHI,10
6/30/2014,BATTERY,20-29,M,API,1
12/31/2014,BATTERY,80+,M,WHI,2
3/31/2013,BATTERY,0-19,F,BLK,10
3/31/2015,BATTERY,60-69,M,BLK,3
9/30/2014,HOMICIDE,50-59,M,BLK,2
6/30/2018,ASSAULT,0-19,M,WBH,3
12/31/2012,BATTERY,0-19,M,UNKNOWN,3
3/31/2013,BATTERY,80+,M,WWH,1
6/30/2009,BATTERY,80+,M,BLK,2
6/30/2015,ASSAULT,20-29,UNKNOWN,UNKNOWN,7
6/30/2009,ASSAULT,0-19,F,WBH,1
9/30/2010,CRIMINAL SEXUAL ASSAULT,80+,M,WHI,1
9/30/2020,BATTERY,50-59,F,WWH,2
3/31/2001,HOMICIDE,0-19,F,WWH,1
12/31/2013,ASSAULT,20-29,F,UNKNOWN,3
12/31/2003,HOMICIDE,0-19,M,WWH,2
6/30/1999,HOMICIDE,20-29,F,WWH,1
12/31/2016,HOMICIDE,40-49,M,WWH,1
6/30/2016,ASSAULT,30-39,M,WHI,26
3/31/2005,ROBBERY,30-39,M,BLK,271
9/30/2002,ASSAULT,20-29,M,I,2
6/30/2009,BATTERY,0-19,F,WWH,8
6/30/2009,ROBBERY,20-29,M,WHI,172
3/31/1991,HOMICIDE,0-19,F,WWH,1
3/31/2003,ASSAULT,20-29,F,BLK,133
12/31/2014,ROBBERY,20-29,M,BLK,5
6/30/2020,BATTERY,0-19,M,BLK,15
9/30/2003,CRIMINAL SEXUAL ASSAULT,30-39,F,BLK,3
12/31/2014,BATTERY,50-59,M,UNKNOWN,2
3/31/2020,ASSAULT,70-79,M,WHI,1
6/30/2015,ROBBERY,40-49,M,API,11
3/31/2004,ROBBERY,20-29,M,UNKNOWN,3
12/31/2019,ASSAULT,40-49,F,BLK,39
3/31/2008,ASSAULT,50-59,F,BLK,12
9/30/2017,ROBBERY,30-39,F,BLK,103
3/31/2017,BATTERY,30-39,F,UNKNOWN,2
6/30/2005,ASSAULT,80+,F,BLK,1
3/31/2014,CRIMINAL SEXUAL ASSAULT,0-19,F,UNKNOWN,4
9/30/2010,BATTERY,0-19,F,BLK,22
9/30/2018,HOMICIDE,20-29,F,WWH,3
3/31/2001,HOMICIDE,0-19,M,WWH,3
6/30/2012,ASSAULT,50-59,F,WWH,2
12/31/2008,ROBBERY,0-19,F,BLK,60
6/30/2018,CRIMINAL SEXUAL ASSAULT,0-19,M,WHI,3
6/30/2002,ROBBERY,50-59,M,WHI,48
3/31/2009,ROBBERY,0-19,M,UNKNOWN,2
6/30/2014,ROBBERY,40-49,M,WWH,54
12/31/2018,HOMICIDE,20-29,M,WWH,1
6/30/1993,HOMICIDE,40-49,M,API,1
9/30/2011,ASSAULT,20-29,M,BLK,42
9/30/2016,BATTERY,50-59,F,BLK,23
3/31/2010,ASSAULT,40-49,M,UNKNOWN,4
6/30/2005,ASSAULT,0-19,M,WWH,29
12/31/2006,BATTERY,20-29,F,WWH,15
12/31/2001,ASSAULT,50-59,M,WWH,1
9/30/2011,HOMICIDE,20-29,M,BLK,43
12/31/2014,ASSAULT,UNKNOWN,UNKNOWN,UNKNOWN,70
9/30/2009,BATTERY,UNKNOWN,M,WHI,8
3/31/2005,ROBBERY,20-29,M,API,14
9/30/1997,HOMICIDE,40-49,M,WHI,1
3/31/2006,ASSAULT,50-59,M,WHI,9
3/31/2017,ASSAULT,60-69,M,WHI,2
3/31/2014,ROBBERY,0-19,UNKNOWN,UNKNOWN,1
6/30/2016,CRIMINAL SEXUAL ASSAULT,0-19,F,BLK,16
6/30/2004,ROBBERY,UNKNOWN,M,BLK,16
12/31/2000,HOMICIDE,0-19,M,WWH,1
3/31/2019,ROBBERY,40-49,M,WHI,21
9/30/2010,BATTERY,30-39,M,WBH,2
3/31/2015,CRIMINAL SEXUAL ASSAULT,0-19,M,WWH,2
3/31/2009,ROBBERY,0-19,M,WWH,81
9/30/2017,BATTERY,40-49,F,WWH,5
6/30/2012,ASSAULT,50-59,F,UNKNOWN,1
6/30/2002,ASSAULT,70-79,F,BLK,6
3/31/2007,HOMICIDE,0-19,M,BLK,3
6/30/2021,BATTERY,70-79,F,WWH,1
12/31/2013,HOMICIDE,0-19,M,WWH,3
9/30/2009,ASSAULT,30-39,F,WWH,15
12/31/2004,BATTERY,UNKNOWN,M,API,2
6/30/2015,ROBBERY,50-59,M,BLK,111
6/30/2014,ROBBERY,40-49,M,UNKNOWN,10
9/30/2005,ASSAULT,30-39,UNKNOWN,UNKNOWN,2
12/31/2009,ASSAULT,UNKNOWN,F,WWH,1
3/31/2014,CRIMINAL SEXUAL ASSAULT,40-49,F,WHI,4
6/30/2014,BATTERY,30-39,M,BLK,52
12/31/2009,ASSAULT,60-69,F,WWH,3
6/30/2019,CRIMINAL SEXUAL ASSAULT,40-49,F,UNKNOWN,1
3/31/2008,ASSAULT,0-19,M,WHI,6
3/31/2001,ROBBERY,80+,F,BLK,2
9/30/2001,BATTERY,50-59,F,WHI,1
9/30/2012,ROBBERY,0-19,F,API,2
12/31/2016,ROBBERY,70-79,F,WWH,4
3/31/2010,BATTERY,40-49,M,WBH,1
9/30/2010,ASSAULT,30-39,M,WWH,5
9/30/2014,HOMICIDE,50-59,M,BLK,3
9/30/2018,BATTERY,50-59,M,WHI,13
6/30/2013,ASSAULT,40-49,F,BLK,22
6/30/2021,ASSAULT,20-29,M,WHI,24
12/31/2017,ROBBERY,UNKNOWN,M,WHI,1
3/31/2001,BATTERY,20-29,F,WHI,27
3/31/2018,ROBBERY,80+,M,BLK,6
3/31/2018,BATTERY,20-29,M,WHI,3
12/31/2009,BATTERY,30-39,M,WHI,29
9/30/2021,BATTERY,60-69,M,WWH,3
6/30/2010,CRIMINAL SEXUAL ASSAULT,UNKNOWN,F,WWH,1
3/31/2004,ASSAULT,UNKNOWN,M,UNKNOWN,1
6/30/2009,BATTERY,20-29,M,WBH,4
12/31/2016,CRIMINAL SEXUAL ASSAULT,50-59,F,WWH,1
9/30/2002,ASSAULT,UNKNOWN,M,BLK,4
12/31/2010,CRIMINAL SEXUAL ASSAULT,20-29,F,BLK,33
12/31/2014,BATTERY,70-79,F,BLK,4
3/31/2014,ROBBERY,20-29,F,UNKNOWN,7
3/31/2012,BATTERY,0-19,F,BLK,15
12/31/2018,CRIMINAL SEXUAL ASSAULT,0-19,F,WWH,4
9/30/2010,CRIMINAL SEXUAL ASSAULT,70-79,F,BLK,1
6/30/2014,ROBBERY,70-79,F,API,1
6/30/2012,CRIMINAL SEXUAL ASSAULT,0-19,F,UNKNOWN,2
6/30/2010,ASSAULT,20-29,F,WWH,24
6/30/2018,BATTERY,40-49,F,WHI,3
3/31/2005,BATTERY,60-69,F,BLK,7
6/30/2001,BATTERY,40-49,M,WHI,46
3/31/2015,BATTERY,40-49,F,UNKNOWN,2
3/31/2018,CRIMINAL SEXUAL ASSAULT,30-39,M,BLK,2
6/30/2008,BATTERY,0-19,F,WWH,5
12/31/2009,ROBBERY,30-39,UNKNOWN,WWH,2
6/30/2011,ROBBERY,40-49,F,WBH,1
6/30/2006,BATTERY,60-69,M,WWH,5
6/30/2005,ROBBERY,40-49,F,API,5
12/31/2016,HOMICIDE,60-69,M,WHI,1
9/30/2004,ASSAULT,0-19,F,BLK,22
6/30/2006,BATTERY,UNKNOWN,M,WWH,3
6/30/2014,CRIMINAL SEXUAL ASSAULT,20-29,M,WHI,1
6/30/2016,ROBBERY,30-39,M,WWH,2
12/31/2012,ROBBERY,20-29,M,API,30
6/30/2019,BATTERY,0-19,M,WWH,10
9/30/2018,ROBBERY,60-69,M,WHI,17
12/31/2002,ASSAULT,30-39,M,BLK,107
6/30/2011,BATTERY,0-19,M,WWH,38
6/30/2011,BATTERY,UNKNOWN,F,WWH,2
12/31/2016,HOMICIDE,0-19,M,WWH,6
6/30/2017,BATTERY,50-59,M,WWH,11
12/31/2003,ASSAULT,20-29,M,UNKNOWN,2
9/30/2015,BATTERY,30-39,F,UNKNOWN,2
3/31/2013,ASSAULT,20-29,M,BLK,17
6/30/2019,ROBBERY,20-29,F,WHI,46
12/31/2004,ROBBERY,20-29,F,BLK,36
6/30/2010,BATTERY,70-79,M,WHI,1
3/31/2014,BATTERY,50-59,F,BLK,6
6/30/2022,CRIMINAL SEXUAL ASSAULT,30-39,F,UNKNOWN,2
9/30/2015,ASSAULT,0-19,M,BLK,40
12/31/2005,BATTERY,40-49,F,BLK,50
3/31/2003,BATTERY,0-19,M,BLK,82
9/30/2012,ASSAULT,40-49,M,UNKNOWN,5
9/30/2015,ROBBERY,40-49,F,BLK,5
9/30/2021,ASSAULT,30-39,F,WHI,8
3/31/2015,ROBBERY,30-39,F,BLK,58
6/30/2019,CRIMINAL SEXUAL ASSAULT,30-39,F,BLK,32
9/30/2017,ASSAULT,0-19,UNKNOWN,WHI,1
3/31/2015,BATTERY,20-29,M,I,1
3/31/2021,ASSAULT,40-49,F,WHI,3
6/30/2019,BATTERY,80+,F,BLK,2
3/31/2012,ASSAULT,30-39,M,UNKNOWN,2
12/31/2020,ROBBERY,50-59,M,WWH,41
3/31/2019,CRIMINAL SEXUAL ASSAULT,20-29,M,UNKNOWN,2
3/31/2011,HOMICIDE,60-69,F,WHI,1
9/30/2011,CRIMINAL SEXUAL ASSAULT,20-29,F,WHI,2
3/31/2003,HOMICIDE,80+,F,WHI,1
9/30/2002,ASSAULT,60-69,M,BLK,15
9/30/2021,ASSAULT,60-69,M,WBH,1
6/30/2009,ASSAULT,20-29,M,WWH,7
9/30/2014,BATTERY,20-29,F,BLK,87
9/30/2013,ASSAULT,50-59,M,BLK,36
3/31/2008,BATTERY,20-29,M,WBH,3
6/30/2008,CRIMINAL SEXUAL ASSAULT,0-19,UNKNOWN,WWH,1
3/31/2001,BATTERY,80+,M,BLK,2
9/30/2011,ASSAULT,50-59,F,WWH,4
6/30/2002,BATTERY,0-19,M,BLK,119
6/30/1992,HOMICIDE,50-59,F,BLK,1
3/31/2018,BATTERY,80+,F,BLK,3
6/30/2021,BATTERY,0-19,M,WBH,1
3/31/2017,HOMICIDE,20-29,F,BLK,1
12/31/2019,BATTERY,30-39,M,WBH,1
12/31/1999,HOMICIDE,40-49,M,BLK,3
3/31/2010,ROBBERY,40-49,F,WBH,1
9/30/2017,ROBBERY,40-49,M,WWH,110
12/31/2016,ASSAULT,20-29,F,WHI,3
9/30/2009,ROBBERY,30-39,M,WBH,8
9/30/2010,ROBBERY,60-69,M,WHI,27
12/31/2013,ROBBERY,20-29,UNKNOWN,UNKNOWN,8
9/30/2002,ASSAULT,20-29,M,API,5
12/31/2018,ROBBERY,50-59,M,WBH,1
9/30/2003,BATTERY,20-29,UNKNOWN,UNKNOWN,1
12/31/2009,ROBBERY,60-69,M,WBH,2
3/31/2016,BATTERY,50-59,M,WWH,6
3/31/2011,ASSAULT,20-29,F,WWH,17
9/30/1991,HOMICIDE,30-39,M,BLK,3
12/31/2014,ASSAULT,UNKNOWN,UNKNOWN,UNKNOWN,16
12/31/2008,BATTERY,50-59,F,WHI,5
9/30/2010,CRIMINAL SEXUAL ASSAULT,30-39,F,API,2
3/31/2018,BATTERY,0-19,M,WWH,3
6/30/2012,ASSAULT,20-29,M,BLK,39
9/30/2006,ROBBERY,70-79,M,WWH,9
6/30/2021,ASSAULT,0-19,M,WWH,1
12/31/2022,BATTERY,0-19,M,BLK,66
6/30/2004,ROBBERY,70-79,F,WHI,10
9/30/1993,HOMICIDE,20-29,M,BLK,1
6/30/2004,ASSAULT,0-19,F,WHI,6
3/31/2018,ROBBERY,20-29,M,I,3
6/30/2016,BATTERY,UNKNOWN,UNKNOWN,UNKNOWN,6
9/30/2009,BATTERY,70-79,F,BLK,2
12/31/2010,ROBBERY,30-39,F,I,1
9/30/2001,ROBBERY,30-39,M,UNKNOWN,8
3/31/2011,CRIMINAL SEXUAL ASSAULT,0-19,F,WHI,4
3/31/2002,CRIMINAL SEXUAL ASSAULT,0-19,UNKNOWN,UNKNOWN,2
3/31/2001,BATTERY,30-39,M,BLK,243
12/31/2008,ROBBERY,40-49,F,BLK,3
12/31/2008,ASSAULT,0-19,M,BLK,66
12/31/1992,HOMICIDE,0-19,M,BLK,14
12/31/2010,ROBBERY,50-59,M,UNKNOWN,12
12/31/2011,ROBBERY,40-49,M,BLK,223
9/30/2001,BATTERY,40-49,M,BLK,103
3/31/1994,HOMICIDE,60-69,M,BLK,1
6/30/2003,ROBBERY,50-59,F,WWH,20
3/31/2021,CRIMINAL SEXUAL ASSAULT,0-19,M,BLK,2
3/31/2018,ROBBERY,40-49,F,UNKNOWN,1
6/30/2015,ROBBERY,40-49,F,WHI,9
3/31/2017,ASSAULT,70-79,F,BLK,2
6/30/2010,ASSAULT,40-49,UNKNOWN,UNKNOWN,1
12/31/1991,HOMICIDE,30-39,M,WWH,1
6/30/2010,ROBBERY,UNKNOWN,UNKNOWN,UNKNOWN,153
3/31/2016,HOMICIDE,30-39,M,WWH,1
12/31/2019,ASSAULT,0-19,F,BLK,14
12/31/2016,ASSAULT,40-49,F,UNKNOWN,1
12/31/2011,BATTERY,30-39,M,UNKNOWN,2
3/31/2017,NON-FATAL,60-69,M,BLK,1
12/31/2009,HOMICIDE,0-19,M,BLK,5
6/30/2014,BATTERY,20-29,F,WHI,7
6/30/2014,ROBBERY,80+,F,BLK,2
6/30/2013,ASSAULT,50-59,M,WHI,2
9/30/2019,BATTERY,80+,F,WHI,1
6/30/2018,CRIMINAL SEXUAL ASSAULT,40-49,M,WHI,1
3/31/2006,CRIMINAL SEXUAL ASSAULT,20-29,F,BLK,7
9/30/2021,HOMICIDE,30-39,M,BLK,1
12/31/2001,ROBBERY,UNKNOWN,M,UNKNOWN,2
6/30/2014,ASSAULT,70-79,M,WWH,1
3/31/2019,ROBBERY,50-59,F,BLK,33
9/30/2001,ROBBERY,50-59,F,I,1
6/30/2023,ROBBERY,20-29,M,WBH,9
12/31/2017,ASSAULT,50-59,F,BLK,22
3/31/2008,ROBBERY,UNKNOWN,F,BLK,7
9/30/2001,ASSAULT,50-59,UNKNOWN,API,1
12/31/2006,ASSAULT,60-69,F,BLK,4
6/30/2002,ASSAULT,60-69,M,WHI,1
6/30/2002,BATTERY,30-39,F,WWH,24
6/30/2005,ASSAULT,40-49,M,WWH,4
3/31/2008,ROBBERY,60-69,F,BLK,23
12/31/2016,ROBBERY,0-19,M,UNKNOWN,3
9/30/2013,ROBBERY,30-39,UNKNOWN,BLK,2
6/30/2002,ASSAULT,40-49,M,BLK,46
3/31/2017,ASSAULT,50-59,F,WHI,4
12/31/2006,ASSAULT,40-49,F,WHI,4
3/31/2012,ASSAULT,30-39,M,API,2
3/31/2006,ASSAULT,60-69,F,WHI,1
9/30/2012,ROBBERY,20-29,UNKNOWN,UNKNOWN,7
3/31/2011,ASSAULT,UNKNOWN,M,WHI,4
12/31/2001,BATTERY,30-39,M,WHI,8
12/31/2003,ASSAULT,20-29,M,API,6
9/30/2017,ASSAULT,20-29,F,WHI,2
3/31/2000,HOMICIDE,20-29,M,WHI,1
12/31/2017,BATTERY,20-29,M,WWH,5
3/31/2008,ASSAULT,0-19,M,WHI,1
6/30/2017,HOMICIDE,20-29,M,WBH,2
9/30/2007,BATTERY,0-19,F,WHI,4
6/30/2004,ROBBERY,50-59,F,BLK,52
6/30/2005,ROBBERY,20-29,M,I,2
3/31/2004,HOMICIDE,40-49,M,WWH,1
3/31/2011,ASSAULT,0-19,F,WHI,1
9/30/2020,CRIMINAL SEXUAL ASSAULT,0-19,M,BLK,4
3/31/2014,ROBBERY,20-29,F,API,6
9/30/2011,ROBBERY,30-39,M,WHI,91
3/31/2018,ASSAULT,40-49,M,WWH,3
6/30/2015,ROBBERY,60-69,F,BLK,7
9/30/2015,ASSAULT,UNKNOWN,UNKNOWN,UNKNOWN,9
6/30/2005,BATTERY,30-39,F,BLK,79
3/31/2015,CRIMINAL SEXUAL ASSAULT,20-29,M,BLK,1
12/31/2017,ASSAULT,20-29,M,WBH,1
12/31/2018,BATTERY,30-39,F,WHI,7
9/30/2013,BATTERY,40-49,UNKNOWN,UNKNOWN,1
3/31/2008,ROBBERY,40-49,F,WHI,26
12/31/2016,ROBBERY,40-49,M,WWH,84
9/30/2015,BATTERY,30-39,F,API,1
3/31/2010,ROBBERY,0-19,F,WWH,12
6/30/2002,ROBBERY,0-19,F,BLK,67
6/30/2005,ROBBERY,40-49,F,UNKNOWN,4
12/31/1994,HOMICIDE,40-49,M,BLK,6
12/31/2019,HOMICIDE,0-19,F,WWH,1
3/31/2009,HOMICIDE,0-19,M,WWH,2
3/31/2001,ASSAULT,40-49,F,WWH,6
12/31/2008,ROBBERY,30-39,M,WBH,1
3/31/2005,HOMICIDE,40-49,M,WHI,1
3/31/2009,CRIMINAL SEXUAL ASSAULT,0-19,F,BLK,25
9/30/2010,BATTERY,50-59,M,WHI,6
3/31/2019,ROBBERY,70-79,F,WHI,1
9/30/2008,HOMICIDE,70-79,M,BLK,1
12/31/2016,ASSAULT,0-19,F,WWH,2
12/31/2006,ROBBERY,0-19,M,WHI,59
9/30/2018,CRIMINAL SEXUAL ASSAULT,40-49,F,WWH,3
12/31/2007,ROBBERY,70-79,M,WWH,5
3/31/2013,BATTERY,30-39,UNKNOWN,UNKNOWN,6
12/31/1993,HOMICIDE,50-59,F,BLK,2
12/31/2011,CRIMINAL SEXUAL ASSAULT,30-39,F,API,4
9/30/2004,HOMICIDE,40-49,F,BLK,2
12/31/2007,ASSAULT,0-19,M,WWH,17
3/31/2001,CRIMINAL SEXUAL ASSAULT,20-29,F,WWH,2
9/30/2021,HOMICIDE,0-19,M,BLK,10
12/31/2003,ROBBERY,40-49,UNKNOWN,UNKNOWN,4
6/30/2019,CRIMINAL SEXUAL ASSAULT,30-39,F,WWH,6
3/31/2007,CRIMINAL SEXUAL ASSAULT,50-59,F,BLK,8
3/31/2010,BATTERY,20-29,M,WHI,39
12/31/2006,HOMICIDE,40-49,M,BLK,3
3/31/2006,BATTERY,30-39,M,WWH,34
